gennames	TS1	TS2	TS3	BS1	BS2	BS3	NS1	NS2	MS1	MS2	MS3	MS4	DS1	DS2	DS3	MK
ENAM	15.02	22.13	28.65	22.47	40.97	211.4	17.51	36.17	12.86	31.95	19.24	25.29	60.12	97.29	48.78	9.02
LYSMD1	25.48	32.3	60.54	36.05	41.2	209.88	28.77	17.54	19.24	15.09	23.33	20.92	48.46	96.84	9.02	9.02
AC004381.6	28.44	48.41	211.95	17.52	12.77	60.96	36.35	95.47	21.3	18.94	23.49	15.27	41.15	26.23	9.02	31.81
SAMD3	48.68	36.05	212	10.12	32.16	41	61.39	96.2	19.27	21.2	23.22	13.91	25.4	13.43	16.88	28.83
TFR2	48.35	30.51	90.84	15.29	12.85	210.42	42.01	25.24	21	19.32	23.45	9.47	36.11	30.58	63.37	17.19
ZNF275	19.29	14.85	97.26	21.18	41.24	210.43	25.54	13.01	23.46	48.49	17.42	9.37	60.29	35.94	29.69	30.83
NUGGC	60.31	32.31	97.23	15.3	41.45	211	25.4	28.52	21.19	19.52	35.89	12.74	48.33	17.21	9.33	23.08
RP13-753N3.1	19.33	36.81	98.83	31.13	60.01	208.32	22.89	40.5	21.4	17.41	28.97	9.37	48.6	26.44	12.77	14.95
CDYL	19.27	12.61	41.1	15.02	21.2	209.63	23.22	17.27	26.14	28.1	32.22	9.53	48.68	60.3	98.8	35.99
PLVAP	28.86	35.84	9.02	9.02	32.19	9.02	19.11	41.12	21.38	23.26	48.59	17.21	60.3	212.01	97.05	25.39
SVOP	21.32	29.49	31.77	33.97	60.45	9.02	17.33	48.82	13	19.45	41.75	14.92	211.98	26.69	95.08	23.55
RP11-525A16.4	21.2	15.26	41.13	9.02	12.77	62.14	19.01	17.5	23.36	25.28	98.54	28.88	48.71	208.16	31.88	35.91
MGLL	15.09	23.1	35.99	12.05	25.36	211.24	10.06	17.29	21.32	32.17	60.31	19.22	41.04	48.68	97.21	28.97
DNAJC7	17.3	15.02	61.34	12.79	25.55	211.88	19.27	21.2	28.69	32.16	36.05	9.31	41.11	48.68	96.19	23.22
TMEM88	29.01	31.98	23.07	21.17	25.33	9.02	17.24	9.02	70.2	89.44	41.3	36.05	209.89	19.19	9.02	48.49
IL1RN	19.32	21.47	28.98	17.18	25.05	31.84	15.15	9.31	212.02	97.29	48.24	36.2	23.21	12.79	41.31	60.31
ASPM	30.84	25.59	212	15	19.22	96.96	12.86	30.14	37.49	21.34	23.23	17.4	60.29	48.67	38.43	9.42
COL24A1	17.24	21.61	35.7	19.14	9.02	48.53	9.02	40.94	28.93	25.17	32.26	23.11	60.61	212.01	96.66	9.02
RP11-456D7.1	49.02	210.29	63.64	25.5	31.86	9.02	95.09	36.41	17.33	21.26	28.72	23.41	9.02	19.16	9.02	40.92
SAR1A	25.54	28.99	97.29	9.31	17.25	211.73	32.62	40.81	15.08	19.4	48.55	12.79	60.3	21.17	35.68	23.11
CD1E	12.74	25.41	36.16	9.57	17.15	94.97	19.35	50.74	15.13	29.09	23.25	21.18	212.01	58.89	40.77	32.27
ANAPC2	17.19	15.25	96.81	12.79	26.74	210.79	21.19	23.01	19.38	32.16	36.05	9.31	48.68	41.11	60.69	27.48
C1QC	25.31	23.26	96.6	19.38	32.27	60.24	29.02	9.41	35.9	49.17	212.02	17.3	15	21.01	12.71	40.92
PTPN22	48.68	21.44	212	17.3	25.36	97.11	60.31	36.59	22.98	19.27	12.79	9.31	40.5	32.08	28.98	15.02
ZNF70	41.74	22.9	59.13	25.66	28.72	21.53	48.39	32.1	15.06	17.34	36.36	12.83	211.95	97.28	9.02	19.29
BCL7A	16.83	25.46	32.14	48.54	36.05	60.96	12.75	20.99	9.36	23.22	15.86	19.11	41.52	96.13	211.92	28.78
OTUB1	17.33	15.02	179.83	12.79	28.88	129.23	19.94	22.98	20.77	36	41.11	9.31	59.95	32.21	49	25.34
ENHO	15.32	23.19	48.67	9.31	19.34	96.47	12.79	32.1	17.01	28.92	36.11	21.21	212.01	41.05	60.75	25.31
NUB1	21.2	17.3	212	12.79	36.07	59.45	28.83	25.41	15.02	23.22	97.29	9.31	41.05	32.19	49.3	19.27
RASSF1	48.68	19.35	98.72	12.79	32.3	210	60.31	40.9	17.3	21.49	36.11	9.31	25.64	15.02	28.47	22.92
DDIT4	28.88	23.22	37.03	12.83	25.36	206.06	43.01	32.16	15.02	17.29	21.18	9.31	58.48	48.17	102.31	19.27
SNRPA	23.24	17.16	210.5	12.79	32.54	98.59	15.25	19.21	21.17	28.88	35.67	9.31	48.68	41.11	60.27	25.34
NBPF9	15.16	21.15	23.2	17.28	28.96	19.21	12.75	9.36	36.11	51.37	59.78	32.04	208.59	25.33	98.33	41.14
ZNF774	21.41	119.63	9.02	31.07	41.8	9.02	25.04	46.84	17.42	30.51	148.82	23.45	19.24	100.83	9.02	36.1
COQ10A	33.67	23.31	98.99	21.25	60.3	209.3	48.47	34.46	12.79	15.02	17.59	9.31	28.84	41.15	25.31	18.98
PPFIA4	17.3	19.32	36.36	21.15	25.37	9.02	14.96	12.79	60.31	48.76	29.08	32.34	99.97	23.24	207.62	40.73
CCDC186	36.05	17.3	60.29	12.79	31.47	208.3	29.56	23.21	19.29	21.18	25.36	9.31	41.11	100.63	48.64	15.02
RP11-644F5.10	23.52	21.3	61.17	26.52	14.97	9.02	17.44	27.82	19.39	31.34	48.89	36.33	211.95	41.77	9.02	94.81
TKFC	17.58	20.48	63.79	19.45	28.88	211	15.15	12.88	25.36	35.85	32.36	9.36	93.14	41.11	48.81	23.22
RBL1	32.16	28.7	211.99	19.19	36.12	94.66	25.45	21.22	17.38	15.02	23.28	9.31	41.23	48.84	61.83	12.79
BRI3BP	15.15	9.37	97.28	19.24	23.21	211.62	12.77	17.17	34.16	31.42	31.41	21.2	59.63	41.05	49.32	25.51
DCK	21.8	19.27	212.01	29.11	36.05	41.04	22.62	31.92	12.79	17.3	25.36	9.31	62.39	95.2	48.65	15.02
SCRG1	41.16	21.25	48.91	9.31	32.89	97.21	19.11	13.16	30.52	32.85	25.95	17.46	61.87	14.65	208.95	23.44
TSPYL5	12.86	18.49	48.63	36.12	31.8	207.23	25.88	28.86	18.25	20.72	23.05	9.31	98.37	41.69	59.64	15.41
CD1C	17.24	19.27	35.88	28.47	50.88	96.1	9.31	32.38	14.93	25.77	23.19	12.96	212.01	41.03	54.32	21.23
GLB1L2	61.36	23.45	209.21	28.89	31.72	96.86	36.73	25.58	17.38	19.28	40.71	15.12	48.91	12.77	9.02	21.27
JCHAIN	9.31	23.27	28.92	35.64	41.11	211.94	17.43	32.52	12.92	17.96	21.2	16.09	60.3	97.29	48.66	25.31
USE1	21.62	19	97.28	25.36	48.68	211.76	22.8	13	14.84	31.96	36.05	9.31	41.11	29.07	60.26	17.55
SSPO	25.37	28.74	23.25	17.27	21.08	9.02	19.32	9.02	40.15	60.3	36.6	49.15	204.86	32.37	9.02	103.76
MMP23B	41.11	28.93	53.9	9.31	23.13	31.84	97.29	36.04	15.09	17.39	20.36	12.79	57.53	209.49	20.04	25.39
FOS	21.2	19.27	28.19	15.02	23.22	48.61	17.3	9.31	60.31	212.02	41.11	35.84	26.2	12.79	32.18	97.29
RP11-258F22.1	32.21	48.74	9.02	28.74	40.01	94.97	23.22	20.5	15.43	19.71	60.81	17.5	211.99	37.32	9.02	25.29
CEACAM1	19.38	35.62	60.01	31.88	47.47	206.7	25.25	29.44	12.96	14.93	42.58	9.37	100.46	21.24	22.47	17.33
CYP4F3	17.53	21.79	98.64	23.23	34.38	9.02	19.35	14.92	210.58	31.79	27.32	41.53	48.91	28.72	9.02	58.89
RP11-573D15.2	25.73	40.95	100.88	17.39	36.23	9.02	12.86	20.91	24.52	26.74	60.16	19.72	208.28	32.37	47.92	15.31
SPON2	60.31	36.05	97.28	9.31	24.31	48.55	212.02	41.11	19.06	21.2	24.44	12.93	31.62	29.25	14.86	17.51
ZNF691	41.22	32.29	211.88	29.25	35.14	20.1	15.13	23.22	19.11	25.55	96.33	9.42	49.63	12.89	17.61	60.21
RP11-866E20.3	39.3	47.91	191.03	15.72	13.2	9.02	25.46	16.85	60.43	21.44	36.34	28.91	109.68	21.94	35.71	19.78
TRGV3	210.54	41.04	49.14	21.28	23.34	9.02	26.66	9.02	15.43	27.5	19.11	17.34	60.08	36.67	96.65	32.05
TXK	41.21	48.58	60.3	9.41	25.4	23.05	212.02	97.28	17.36	19.33	21.26	12.72	32.18	15.08	35.51	28.96
CD3D	97.29	60.31	212.01	19.41	25.51	48.63	36.1	12.79	23.22	28.73	32.16	21.06	17.28	9.57	14.75	41.06
DPH1	19.67	39.98	31.85	58.29	13.12	208.76	37.55	27.81	17.47	23.48	50.31	14.69	97.27	25.81	9.02	20.86
COBLL1	9.31	25.52	21.22	41.11	60.3	211.55	15.91	32.15	19.33	23.15	28.57	12.85	48.67	97.29	35.94	16.48
TEX2	19.55	17.38	36.04	9.31	12.79	66.3	20.84	23.08	41.05	28.78	25.49	15.16	49.18	212.01	77.88	32.16
ABCA7	17.47	21.2	32.03	12.54	29.41	208.44	15.09	9.59	98.34	40.64	36.37	25.17	61.18	23.41	18.85	48.83
HELLS	28.88	25.34	104.37	23.24	36.43	204.34	21.2	32.15	12.93	14.89	19.27	9.31	59.41	41.29	48.94	17.3
TAPT1-AS1	16.46	18.7	61.36	36.94	21.5	205.9	16.43	12.91	25.89	31.83	40.34	23.3	97.48	29.69	9.02	48.47
EXPH5	31.02	36.92	30.18	19.38	41.09	9.02	48.69	63.5	17.41	23.28	21.09	12.87	212.01	25.46	79.82	14.96
EPB41L4A	41.22	35.85	9.02	29.18	61.08	208.42	97.71	23.55	24.86	21.13	32.04	19.34	48.86	17.34	9.02	15.12
AC009133.21	32.31	28.74	207.09	41.31	12.96	9.02	23.45	15.14	19.44	36.78	47.4	22.17	99.95	17.25	60.91	24.98
SEC22B	28.51	40.56	96.18	9.31	24.94	211.8	23.01	32.55	15.02	17.33	48.29	12.79	61.4	36.51	21.71	19.79
AC011893.3	19.27	28.83	41.17	9.02	21.23	103.53	25.42	35.93	14.19	17.38	23.25	13.76	48.75	204.69	60.75	31.92
CTC-260E6.6	17.43	25.69	211.97	57.29	38.64	95.16	29.77	9.02	14.9	19.41	37.67	12.99	52.36	32.01	22.97	21.06
SPSB3	39.96	21.58	98.76	12.79	32.13	210.06	37.2	19.12	15.02	28.81	48.68	9.31	60.3	24.8	23.45	17.47
CHEK2	20.64	23.24	104.43	17.44	35.89	201.6	26.68	32.31	12.79	15.02	27.53	9.31	60.17	41.22	48.6	19.67
CTA-228A9.4	30.57	32.59	210.06	17.36	41.49	62.8	33.18	21.4	10.49	19.21	23.87	11.62	96.23	25.6	48.14	15.02
NOTCH4	17.14	13.75	22.83	21.32	18.52	41.12	15.27	28.76	25.38	35.99	48.58	9.36	95.7	212.01	61.63	32.21
FALEC	57.92	29.21	36	96.84	212	9.02	41.22	31.96	14.95	17.42	21.35	19.11	25.41	13.03	50.71	23.19
DENND4B	19.22	15.02	98.89	12.79	25.36	209.83	17.38	9.31	36.35	32.67	60.31	21.21	45.03	23.19	43.59	28.97
MFSD2A	12.15	15.13	23.2	19.15	21.2	210.45	9.96	17.31	33.03	41.11	28.79	25.45	48.82	62.45	94.8	35.18
ZNF286B	60.81	36.2	98.81	40.96	48.85	206.48	9.02	9.02	9.02	9.02	25.36	9.02	31.98	29.05	9.02	23
APOBEC3D	29.33	48.83	100.36	31.78	35.95	208.3	25.05	19.28	9.31	12.79	40.99	15.02	60.15	21.26	23.53	17.32
JAK3	21.32	25.36	208.38	15	23.1	100.62	17.68	12.82	60.13	28.96	48.86	18.89	33.74	9.31	40.4	35.06
CTD-3001H11.2	12.79	32.02	95.67	15.23	35.72	210.43	25.97	21.43	28.71	43.1	23.02	17.1	61.84	19.44	9.02	46.49
LINC00494	17.33	15.07	9.02	96.7	210.3	61.29	29.13	25.59	32.03	22.67	35.58	19.39	41.22	48.84	9.02	21.66
ZDHHC5	21.15	19.38	97.27	9.31	23.27	211.57	17.3	12.79	35.94	41.11	60.17	15.02	48.81	25.51	29.08	31.72
DDX18	23.57	24.98	97.29	15.12	32.16	211.89	21.04	28.88	12.79	19.46	41.11	9.31	58.21	36.05	50.67	17.21
HYPK	23.4	17.77	48.67	9.31	15.05	210.76	19.3	30.46	20.69	30.39	60.31	12.79	97.28	36.5	40.51	25.2
CCDC66	36.01	23.25	211.99	15.02	28.48	97.05	41.2	31.93	12.79	19.22	48.59	9.31	60.3	21.23	25.94	17.36
FAM234B	17.02	20.48	211.94	22.36	41.2	35.64	25.5	9.62	19.9	32.08	60.12	12.61	95.13	29.09	50.28	16.58
DNMT3A	28.88	32.27	211.98	9.31	20.82	59.1	23.4	49.21	15.57	16.73	40.96	12.83	36.33	24.98	97.13	19.84
PRKACB	41.56	23.22	211.98	17.3	35.96	97.01	60.11	31.65	12.79	19.32	21.15	9.31	29.52	25.36	48.31	15.02
XPO1	19.27	15.06	212	9.62	29.42	97.01	21.2	17.27	25.4	34.94	48.58	12.49	60.3	32.69	41.17	23.22
TSPAN15	47.81	60.16	41.81	14.93	25.37	9.02	28.62	31.97	23.35	19.37	36.34	12.91	102.49	21.35	205.88	17.21
TVP23A	12.87	20.05	60.25	41.09	31.83	9.02	14.95	18.42	25.53	36.73	23.16	19.37	100.54	29	207.81	48.02
FOXN3-AS1	9.73	18.52	48.63	23.78	25.31	210.43	30.86	18.43	60.1	41.34	97.29	36.05	29.15	12.46	20.34	15.29
RP11-535A5.1	97.29	53.08	41.37	35.88	25.12	9.02	55.62	211.99	23.22	32.27	17.45	28.92	19.64	20.64	9.02	9.02
SLC33A1	25.72	15.05	60.02	12.79	31.25	211.39	17.75	20.76	23.19	29.37	36.05	9.31	48.09	97.29	41.9	19.32
CBFA2T3	11.95	17.45	19.05	23.22	36.05	59.97	10.16	15.08	25.63	32.16	41.11	21.2	48.82	97.29	211.91	28.61
DAPK2	41.11	25.36	59.8	13.01	36.05	31.47	28.94	14.91	20.09	9.42	20.58	17.24	49.15	97.29	211.79	23.16
CTD-3252C9.4	17.27	15.06	38.83	9.31	28.31	48	12.79	21.26	32.4	212.02	39.1	23.25	96.84	19.29	25.75	60.12
RP11-77P6.2	24.49	28.8	211.93	9.47	17.27	94.97	36.14	21.34	19.41	24.24	32.33	15.08	60.8	48.11	41.32	12.89
KPNA5	32.2	29.16	211.95	35.8	96.12	17.11	23.22	19.44	12.86	21	25.4	9.31	48.56	41.68	60.76	15.06
HMCN2	31.79	23.54	12.84	63.09	108.54	9.02	50.63	19.31	15.28	25.01	29.4	21.1	188.99	40.91	36.13	17.27
BNC2	61.91	48.83	95.16	23.19	35.99	9.02	212.02	29.2	20.93	32.07	25.29	19.29	9.02	17.72	9.02	41.13
ITGAE	17.33	14.96	97.29	19.35	32.16	211.48	21.1	12.61	28.73	36.05	23.22	9.57	41.11	60.16	48.8	25.51
PTPRS	17.14	35.99	31.91	13.55	25.41	48.39	20.98	41.11	9.31	14.42	19.51	23.2	210.56	98.73	60.27	29.11
RP11-802E16.3	18.89	12.96	28.58	9.31	15.29	59.19	17.24	21.32	97.29	39.02	212.02	32.21	41.66	23.34	25.39	45.8
RNF157	57.81	96.7	211.98	16.99	28.63	36.69	50.87	25.86	14.97	19.44	32.22	10.06	40.87	20.98	11.49	23.2
LPO	25.45	48.74	29.37	97.29	18.37	9.02	15.16	40.59	23.68	31.46	60.16	18.44	211.92	21	9.02	35.81
RP11-651L5.3	19.18	25.46	9.02	29.28	96.81	209.88	17.48	21.1	36.06	41.22	60.79	23.22	48.38	9.02	9.02	31.81
COL18A1	19.26	48.68	60.26	14.99	97.29	210.44	40.94	12.89	23.13	36.12	31.3	17.42	21.63	24.83	9.02	29.83
C9orf41-AS1	25.75	36.15	211.82	86.91	21.17	9.02	31.5	17.23	19.35	68.83	23.22	29.4	41.54	49.38	9.02	14.97
LMNTD1	15.09	39.8	23.46	96.63	37.33	9.02	12.86	17.38	19.3	27.44	58.55	27.38	212.01	50.88	21.2	31.15
EYS	21.56	48.73	32.85	35.74	28.6	9.02	17.71	25.33	18.93	40.72	95.72	14.99	211.99	23.7	56.57	12.97
SLC15A2	17.13	19.27	23.11	32.66	97.29	210.44	12.83	9.36	37.87	29.07	60.31	21.26	39.9	25.47	15.07	47.21
LETM1	23.16	20.82	97.28	9.31	32.16	211.53	15.3	17.19	19.53	25.51	36.05	12.79	60.14	41.3	48.59	28.73
RP11-336K24.12	21.33	32.27	211.88	41.43	56.3	94.97	19.34	25.76	15.28	17.08	35.96	12.86	53.11	28.55	9.02	23.23
RALGDS	67.61	48.68	211.99	9.31	36.34	38.2	89.99	23.33	19.51	29.02	17.42	12.82	32.39	15.16	20.09	25.23
SLC44A2	25.67	21.15	211.99	23.22	41.11	60.68	36.05	18.97	17.62	15.05	96.76	9.31	31.11	48.68	29.33	12.79
AC113404.1	25.46	23.07	210.01	9.31	29.28	97.33	41.15	32.02	15.67	19.58	48.85	12.79	61.34	20.89	35.53	16.91
EIF3C	20.65	23.31	60.61	9.78	47.29	210.44	19.46	17.67	15.16	31.92	42.65	12.41	96.81	36.04	27.17	25.71
TRIM5	19.27	17.28	98.81	14.71	21.92	207.64	22.52	12.55	25.34	28.93	41.02	9.9	60.64	36.14	48.96	32.11
CARD14	36.62	61.32	9.02	41.88	20.78	9.02	47.05	22.79	25.52	32.27	98.35	17.54	209.76	20.05	9.02	28.47
ZNF425	25.44	36.45	21.13	23.16	29.4	208.39	41.12	59.6	19.24	17.51	31.45	12.9	98.78	48.78	9.02	14.99
AC005616.2	19.32	9.62	36.65	28.89	15.93	100.8	23.47	40.84	15.1	32.3	21.67	13.93	48	61.35	204.52	25.23
PUM2	21.18	15.02	98.8	9.31	28.66	209.47	17.85	18.73	41.46	36.19	50.28	12.79	32.12	23.21	57.95	25.72
NANOS3	23.22	32.29	49.42	19.14	9.02	205.89	17.24	9.02	25.51	38.26	98.88	21.26	59.67	39.32	9.02	28.97
CTD-2378E12.1	21.84	22.96	35.63	62.87	96.63	206.04	29.62	31.99	9.41	25.22	48.67	19.27	41.45	12.88	16.3	15.09
NCR1	48.59	40.6	60.29	9.42	15.01	36.1	212.02	97.28	25.47	23.2	17.24	13.07	28.94	21.32	31.74	19.34
INF2	12.82	28.87	211.99	21.77	36.66	62.5	9.31	15.06	22.56	25.38	19.36	17.24	52.18	40.49	89.53	32.12
TCEAL3	27.91	23.19	211.97	17.3	35.48	20.39	60.31	47.78	15.09	26.49	12.79	9.31	97.29	41.61	32.57	20.06
C16orf54	32.58	40.25	210	14.74	60.31	99.12	23.31	25.76	17.17	20.98	36.3	9.31	48.58	13.22	28.64	19.49
PIAS3	21.09	15.47	97.27	9.31	23.06	211.02	26.55	17.06	29.16	36.05	41.11	12.79	60.3	48.68	19.42	30.56
TRBC2	95.64	48.68	212.01	28.44	36.05	61.38	41.11	32.12	19.27	21.38	23.04	17.3	15.02	9.31	12.77	25.83
HSD17B1	28.61	21.48	98.83	15.29	48.92	205.89	34.84	33.56	20.27	22.6	41.23	12.83	60.63	25.14	9.02	17.12
PRPF4B	23.2	17.51	100.53	15.02	28.91	208.3	21.22	12.75	32.12	36.05	41.2	9.36	58.73	19.06	49.97	25.36
ACSBG1	18.96	25.49	32.09	9.41	17.01	94.97	12.84	29	20.98	23.27	40.14	15.67	49.37	212.01	60.7	36.75
LINC01209	19.44	40.43	12.99	25.3	32.8	57.33	49.19	23.46	17.29	21.15	93.66	14.9	210.55	29.01	38.77	9.52
RP11-70L8.4	28.9	48.82	99.09	25.6	61.54	9.02	31.89	23.63	15.14	21.35	41.21	17.24	208.05	35.87	9.02	19.21
PDIA5	15.05	23.04	34.44	19.01	41.16	211.44	9.36	12.78	25.88	33.69	28.5	17.5	62.46	95.13	48.27	21.37
SOD2	21.57	19.29	36.04	17.24	28.88	96.49	23.32	9.31	60.81	48.84	212.02	32.16	14.74	13.14	24.83	41.11
RP4-798A10.7	15.09	28.56	208.04	48.62	20.9	32.74	25.87	37.66	18.03	18.99	24.06	9.47	96.62	12.84	63.75	37.99
TGFBR3	76.15	41.31	212	12.82	29.16	35.55	81.45	48.48	17.35	22.56	24.63	15	32.08	22.55	9.02	19.33
GPR157	28.76	32.77	14.94	96.14	35.82	9.02	19.88	17.32	23.43	48.37	61.46	20.62	211.84	25.59	9.02	40.62
ATF7IP	31.63	17.28	211.98	19.4	60.31	97.05	23.29	12.79	25.71	41.45	36.05	9.31	48.34	21.07	15.02	28.98
C17orf99	28.82	48.48	32.21	21.33	40.63	9.02	36.11	9.02	22.98	19.38	60.84	25.72	210.21	98.32	9.02	17.42
RP11-894P9.1	32.08	25.23	201.74	15.26	65.37	44.27	35.57	23.05	12.79	19.41	29.61	9.31	102.34	42.61	21.32	17.2
WNT7B	40.35	26.61	17.55	19.28	58.5	9.02	37.93	21.03	12.9	28.73	31.86	15.16	176.68	115.28	54.03	23.11
AC079922.3	35.99	23.1	211.98	9.36	14.94	95.78	49.44	30.27	17.33	30.21	26.02	12.83	41.72	19.49	59.41	21.21
RP5-882C2.2	27.48	27.84	211.94	14.99	43.11	9.51	23.15	12.57	20.67	30.9	46.91	17.28	96.84	20.03	59.85	36.46
ARL6IP6	28.88	21.07	97.29	12.79	35.9	60.22	25.04	19.29	17.39	23.54	32.3	9.31	41.11	48.68	211.97	15.05
DSEL	49.18	64.24	17.81	41.09	35.41	205.9	29.14	32.4	15.12	20.93	24.66	12.86	95.09	24.18	9.02	19.27
RP11-805I24.1	37.58	93.67	32	23.02	20.34	9.02	15.09	12.83	20.19	25.68	57.74	28.96	211.92	48.53	17.29	45.11
EXTL3-AS1	52.85	29.63	9.02	56.83	21.25	9.02	35.46	41	17.62	31.72	25.93	19.01	211.95	96.09	9.02	23.32
FAM66C	39.66	28.59	62.18	34.83	49.54	9.02	26.32	23.27	15.06	21.21	19.08	12.79	148.59	17.58	155.62	34.05
HP09025	28.76	67.01	25.36	19.3	32.49	9.02	48.22	9.02	21.23	23.28	90.59	40.83	211.95	36.26	9.02	9.02
RP3-455J7.4	29.11	35.9	98.7	50.03	41.11	209.35	23.29	17.88	17.45	21.56	31.49	9.78	58.95	12.92	15.77	25.32
TRIM65	38.94	32.13	211.98	17.72	38.29	18.49	59.8	25.75	16.26	23.25	49.1	9.37	97.28	12.9	27.07	19.94
GPR174	36.54	49.19	60.06	25.57	28.9	98.72	32.41	21.45	17.45	14.85	40.77	23.09	208.33	13.07	9.02	19.2
PIK3C2B	23.63	32.37	62.04	41.2	49.38	209.91	28.66	35.82	21.21	14.91	17.09	9.37	94.67	19.17	13.14	25.12
DDX27	21.2	17.41	60.3	23.24	36.05	211.74	25.34	28.87	12.82	19.17	32.16	9.31	48.68	41.11	97.23	15
CTC-232P5.1	17.3	41.42	211.81	60.3	14.93	9.02	21.3	35.87	25.54	23.17	30.4	19.27	97.27	48.15	9.02	30.74
TUBGCP6	22.34	24.2	61.33	13.05	41.61	211.04	17.14	9.31	29.01	32.96	48.12	14.93	96.23	20.15	22.56	34.94
RP11-1275H24.2	23.07	25.3	29.43	17.26	9.02	9.02	31.35	19.44	41.11	64.79	94.89	35.99	209.83	21.32	9.02	48.68
FSD2	20.93	37.92	49.43	17.5	32.47	208.37	23.07	12.81	15.61	38.91	61.33	18.81	96.81	9.88	28.62	25.16
TOB1	36.05	32.16	212	9.46	17.69	95.52	18.88	12.64	23.22	28.88	41.11	15.02	61.86	21.2	48.64	25.36
ADAM20	41.09	59.48	17.35	31.53	212	9.02	23.28	49.26	15.06	19.25	36.78	21.13	96.72	29.5	9.02	25.26
EPHA2	9.02	23.1	9.02	40.96	9.02	9.02	32.44	48.33	25.43	9.02	35.9	28.84	60.29	98.72	209.86	9.02
BHMT2	25.33	35.53	28.86	212.01	48.97	9.02	21.13	60.89	15.09	17.68	19.24	12.93	94.67	41.09	33.71	23.2
RP11-762I7.5	29.08	25.35	60.06	17.2	40.72	9.02	23.3	15.03	35.98	21	49.02	19.47	100.54	32.61	206.61	12.77
ISPD	32.26	23.1	211.82	21.32	9.41	96.16	35.94	49.5	19.09	15.15	17.53	12.78	59.35	41.65	27.11	25.76
GZMM	60.31	41.03	212.01	12.96	26.5	36.12	97.29	48.57	21.2	23.22	28.05	19.27	17.27	9.36	14.81	31.85
SOCS1	91.08	32.52	66.54	25.33	41.42	21.2	50.11	210.21	19.35	17	23.12	12.79	29.43	35.08	9.02	15.32
USHBP1	25.47	48.77	9.02	210.53	32.28	9.02	21.27	35.64	19.34	17.3	61.8	23.41	96.69	28.97	9.02	41.2
RAP2A	32.2	19.15	100.59	12.59	15.08	207.43	23.3	9.52	25.28	36.01	48.87	17.56	60.11	41.11	20.95	28.88
KLRC3	60.15	36.12	48.51	9.02	25.26	9.02	97.29	212	23.39	21.47	19.24	17.36	32.04	28.85	40.74	15
COLGALT1	17.38	19.2	51.6	12.79	23.25	208.77	15.02	9.31	59.63	41.11	97.29	28.62	32.15	25.58	21.17	36.05
RP11-712L6.5	17.36	32.03	184.85	23.22	25.67	40.61	20.16	28.69	14.43	20.22	36.12	13.02	48.67	61.89	121.04	9.76
FAM180B	9.02	33.39	9.02	9.02	9.02	9.02	9.02	48.04	28.89	34.94	41.09	25.38	211.92	97.29	59.98	23.22
ZFAT	14.99	12.96	36.16	21.49	29	96.95	17.37	40.97	19.42	24.86	32.04	9.31	48.68	212.02	60.23	23.05
TNK1	35.77	83.57	9.02	74.02	212	9.02	23.07	40.55	21.12	32.77	25.77	28.97	48.18	17.32	9.02	19.52
ZFC3H1	17.58	18.99	97.28	15.02	35.93	211.41	21.2	12.65	26.1	41.04	49.22	9.46	59.76	23.53	31.75	28.37
FGD2	14.9	17.3	19.29	21.17	40.77	61.79	12.92	9.31	23.24	29.21	96.11	31.82	210.31	25.34	49.95	36.38
TTC38	48.68	24.66	100.97	12.88	19.27	60.15	208.32	41.11	21.29	24.57	32.21	16.92	28.13	15.32	9.27	35.99
BIRC2	15.28	12.79	210.3	9.31	17.04	98.81	23.2	25.36	41.33	38.67	59.09	21.2	28.91	19.29	46.01	32.63
BHLHE40-AS1	29.05	41.26	210.27	35.64	25.83	48.15	21.7	32.1	19.27	17.66	22.94	9.58	98.86	15.06	55.01	12.73
RGMA	36.67	32	9.02	17.35	23.25	9.02	60.31	19.21	41.47	29	25.77	21.32	211.99	97.27	9.02	47.19
ARID1B	17.3	19.27	206.98	23.17	48.96	59.42	15	9.31	21.25	28.88	32.21	12.82	101.71	41.38	36.52	25.36
CD247	60.31	41.11	212.01	17.27	32.26	35.8	97.29	48.68	19.44	23.22	25.36	14.96	21.03	9.47	12.7	28.88
WDR31	31.85	49.43	21.37	9.84	41.98	17.61	29.57	23.17	13.02	19.22	98.18	25	210.44	35.53	54.91	14.67
RP11-403P17.6	12.9	17.55	35.99	23.34	25.6	209.9	9.42	29.22	20	30.87	21.27	15.13	97.27	48.33	59.1	41.41
CTB-152G17.6	32.35	23.22	202.16	19.2	48.68	14.88	28.31	11.75	35.67	40.99	21.35	10.34	104.34	17.32	62.9	26.07
HAND2-AS1	40.59	95.66	60.88	12.89	23.86	9.02	31.89	17.15	15.2	25.57	48.72	19.62	211.92	37.2	22.07	27.11
AC108488.4	14.48	21.04	100.5	35.71	30.38	30.22	17.39	41.1	23.05	25.78	19.63	13.09	48.67	60.81	207.04	9.68
IGLC6	19.3	21.26	48.03	97.29	60.3	211.45	17.3	9.02	41.08	35.97	32.51	23.35	9.02	25.88	9.02	28.1
ITGA3	18.11	21.41	36.09	9.36	59.81	210.46	18.03	23.18	25.63	34.41	40.99	15.54	48.49	12.86	33.52	90.08
APOD	41.09	36.15	48.57	96.62	211.99	9.02	60.46	31.95	28.68	23.13	21.17	9.02	9.02	25.26	9.02	9.02
